source,latitude,longitude,complete_address,existing_archetype,predicted_archetype,final_archetype,archetype_label,number_stories,predicted_stories,stories_conf,roof_shape_u,predicted_roof,roof_conf,construction_type_u,predicted_construction,construction_conf,wall_cladding_u,status_u,steer_damage_rating,wind_damage_rating_u,predicted_damage,damage_conf,actual_damage,year_built_u,occupany_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,front_elevation_orientation,completed_by,EF_scale
steer,38.6618760596,-90.2676937624,,,7,19.0,t19,,2,0.578,,gable_family,0.471,,masonry,0.875,,,Negligible to Slight,,none,0.49,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6761271954,-90.2301260544,,,7,19.0,t19,,2,0.492,,gable_family,0.382,,masonry,0.945,,,Negligible to Slight,,none,0.51,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.660111036,-90.2557040812,,,7,19.0,t19,,2,0.635,,gable_family,0.527,,masonry,0.843,,,Destruction,,moderate,0.405,4.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6703556004,-90.2384405132,,,6,6.0,t6,,1,0.425,,gable_family,0.289,,masonry,0.845,,,Substantial to Heavy,,none,0.505,2.0,,Residential-Single Family,,,,,,,2.0
steer,38.668639816,-90.2380926941,,,7,19.0,t19,,2,0.645,,gable_family,0.403,,masonry,0.95,,,Negligible to Slight,,moderate,0.395,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6610480604,-90.2572021193,,,7,19.0,t19,,2,0.531,,gable_family,0.488,,masonry,0.835,,,Destruction,,moderate,0.515,4.0,,"Commercial,Residential-Single Family,School",,,,,,,3.0
steer,38.6601784997,-90.2540705091,,,7,19.0,t19,,2,0.615,,gable_family,0.337,,masonry,0.96,,,Destruction,,moderate,0.46,4.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6688369599,-90.2385683208,,,7,19.0,t19,,2,0.505,,gable_family,0.428,,masonry,0.945,,,Negligible to Slight,,moderate,0.48,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6753537001,-90.2296605547,,,7,19.0,t19,,2,0.65,,gable_family,0.532,,masonry,0.96,,,Negligible to Slight,,none,0.545,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6595234751,-90.2515014442,4519 Dr Martin Luther King Dr St. Louis MO 63113 US,,7,19.0,t19,,2,0.505,,gable_family,0.379,,masonry,0.89,,,Moderate,,moderate,0.465,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6623338194,-90.2661531771,,,7,19.0,t19,,2,0.71,,gable_family,0.515,,masonry,0.895,,,Moderate,,none,0.615,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6599165512,-90.2532804644,,,7,19.0,t19,,2,0.54,,gable_family,0.423,,masonry,0.85,,,Destruction,,moderate,0.445,4.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6753183156,-90.2297464317,,,7,19.0,t19,,2,0.645,,gable_family,0.497,,masonry,0.965,,,Negligible to Slight,,none,0.58,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6681278141,-90.2385963741,,,7,19.0,t19,,2,0.585,,gable_family,0.467,,masonry,0.88,,,Very Heavy,,moderate,0.475,3.0,,Residential-Single Family,,,,,,,2.0
steer,38.6598078029,-90.2510207517,4596 Aldine Ave St. Louis MO 63113 US,,7,19.0,t19,,2,0.515,,gable_family,0.436,,masonry,0.785,,,Negligible to Slight,,none,0.43,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6703756357,-90.2385447981,,,7,19.0,t19,,2,0.479,,gable_family,0.299,,masonry,0.865,,,Negligible to Slight,,none,0.455,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.667766852,-90.2386533834,,,7,19.0,t19,,2,0.54,,complex_family,0.361,,masonry,0.945,,,Substantial to Heavy,,moderate,0.43,2.0,,Residential-Single Family,,,,,,,2.0
steer,38.6592297523,-90.2522392879,,,7,19.0,t19,,2,0.6,,gable_family,0.433,,masonry,0.845,,,Destruction,,moderate,0.45,4.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6704115509,-90.2386156299,,,7,19.0,t19,,2,0.449,,gable_family,0.275,,masonry,0.853,,,Negligible to Slight,,none,0.53,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6753367164,-90.2307115561,,,7,19.0,t19,,2,0.64,,gable_family,0.325,,masonry,0.905,,,Negligible to Slight,,none,0.595,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6615393952,-90.2656514664,,,7,19.0,t19,,2,0.569,,gable_family,0.393,,masonry,0.93,,,Negligible to Slight,,none,0.585,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6593698036,-90.2521251827,,,7,19.0,t19,,2,0.552,,gable_family,0.36,,masonry,0.925,,,Substantial to Heavy,,moderate,0.455,2.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6615058768,-90.265507852,,,7,19.0,t19,,2,0.639,,gable_family,0.587,,masonry,0.84,,,Negligible to Slight,,none,0.545,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6751834219,-90.2308175729,,,7,19.0,t19,,2,0.685,,gable_family,0.48,,masonry,0.87,,,Negligible to Slight,,none,0.54,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6679803471,-90.2379973177,,,7,19.0,t19,,2,0.498,,gable_family,0.304,,masonry,0.87,,,Substantial to Heavy,,none,0.525,2.0,,Residential-Single Family,,,,,,,2.0
steer,38.6585686967,-90.2503499266,,,7,19.0,t19,,2,0.523,,gable_family,0.38,,masonry,0.925,,,Very Heavy,,none,0.46,3.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6620330347,-90.2649280851,,,7,19.0,t19,,2,0.697,,gable_family,0.584,,masonry,0.96,,,Negligible to Slight,,none,0.51,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.656994366,-90.2490907466,,,7,19.0,t19,,2,0.725,,gable_family,0.389,,masonry,0.934,,,Moderate,,none,0.55,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.659769088,-90.2506631927,4594 Aldine Ave St. Louis MO 63113 US,,7,19.0,t19,,2,0.58,,gable_family,0.414,,masonry,0.845,,,Moderate,,none,0.47,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6620639968,-90.2650020567,,,7,19.0,t19,,2,0.608,,gable_family,0.442,,masonry,0.92,,,Negligible to Slight,,none,0.495,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.67500475,-90.2299341547,,,7,19.0,t19,,2,0.615,,gable_family,0.429,,masonry,0.92,,,Negligible to Slight,,none,0.49,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6614333281,-90.264935671,,,7,19.0,t19,,2,0.631,,gable_family,0.492,,masonry,0.925,,,Negligible to Slight,,none,0.67,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6559248123,-90.2496421421,,,7,19.0,t19,,2,0.482,,gable_family,0.444,,masonry,0.79,,,Substantial to Heavy,,none,0.455,2.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6748084526,-90.2341129209,,,7,19.0,t19,,2,0.592,,gable_family,0.451,,masonry,0.875,,,Moderate,,none,0.435,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.650298444,-90.2781187255,24 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.59,,gable_family,0.549,,masonry,0.92,,,Negligible to Slight,,none,0.58,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6560024664,-90.2534033752,4619 Newberry Terr åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.675,,gable_family,0.453,,masonry,0.96,,,Very Heavy,,none,0.56,3.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6569616475,-90.2530310812,4606 Page Blvd åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.578,,gable_family,0.359,,masonry,0.915,,,Negligible to Slight,,moderate,0.47,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6614120325,-90.2648372827,,,7,19.0,t19,,2,0.756,,gable_family,0.616,,masonry,0.9,,,Negligible to Slight,,none,0.44,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6742340062,-90.2351993696,,,7,19.0,t19,,2,0.497,,gable_family,0.37,,masonry,0.86,,,Moderate,,moderate,0.545,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6749905691,-90.230931582,,,7,19.0,t19,,2,0.598,,gable_family,0.551,,masonry,0.925,,,Moderate,,none,0.51,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6562097042,-90.2501272607,,,7,19.0,t19,,2,0.537,,gable_family,0.518,,masonry,0.825,,,Moderate,,moderate,0.42,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6568143375,-90.2557738942,4732 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.705,,gable_family,0.431,,masonry,0.915,,,Moderate,,moderate,0.45,1.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6749416735,-90.2344644386,,,7,19.0,t19,,2,0.423,,gable_family,0.429,,masonry,0.825,,,Moderate,,moderate,0.47,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6573186404,-90.2540008492,4634 Page Blvd åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.457,,gable_family,0.423,,masonry,0.9,,,Moderate,,moderate,0.505,1.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.656816132,-90.2554139693,4722 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.65,,gable_family,0.418,,masonry,0.89,,,Negligible to Slight,,none,0.695,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6617821,-90.2612309648,,,14,19.0,t19,,2,0.515,,flat,0.33,,masonry,0.9,,,Negligible to Slight,,none,0.43,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6750137024,-90.2346290372,,,7,19.0,t19,,2,0.548,,gable_family,0.463,,masonry,0.848,,,Moderate,,none,0.445,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6571584552,-90.254936014,4713 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.705,,gable_family,0.539,,masonry,0.925,,,Moderate,,none,0.435,1.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6747505876,-90.2311195835,,,7,19.0,t19,,2,0.533,,gable_family,0.465,,masonry,0.915,,,Negligible to Slight,,none,0.455,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6591687175,-90.2506736124,4587 Dr Martin Luther King Dr St. Louis MO 63113 US,,7,19.0,t19,,2,0.545,,gable_family,0.415,,masonry,0.86,,,Moderate,,moderate,0.465,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.661837181,-90.2708636499,,,7,19.0,t19,,2,0.679,,gable_family,0.404,,masonry,0.915,,,Negligible to Slight,,none,0.725,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6572344822,-90.2550114283,4715 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.561,,gable_family,0.428,,masonry,0.895,,,Negligible to Slight,,none,0.575,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6580782136,-90.2499298036,,,7,19.0,t19,,2,0.54,,gable_family,0.384,,masonry,0.905,,,Moderate,,moderate,0.455,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6500701729,-90.2759753275,12 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.69,,gable_family,0.606,,masonry,0.928,,,Negligible to Slight,,none,0.385,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.661903292,-90.2708069345,,,7,19.0,t19,,2,0.642,,gable_family,0.384,,masonry,0.96,,,Negligible to Slight,,none,0.555,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.674851542,-90.2361673668,,,7,19.0,t19,,2,0.549,,gable_family,0.404,,masonry,0.935,,,Negligible to Slight,,none,0.53,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6569516159,-90.2518292804,,,7,19.0,t19,,2,0.6,,gable_family,0.467,,masonry,0.9,,,Moderate,,none,0.47,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6575411587,-90.2502164045,,,7,19.0,t19,,2,0.563,,gable_family,0.464,,masonry,0.74,,,Moderate,,none,0.5,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6610174189,-90.2705173711,,,7,19.0,t19,,2,0.71,,gable_family,0.535,,masonry,0.97,,,Negligible to Slight,,none,0.445,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.64999705,-90.2749789078,6 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.674,,gable_family,0.497,,masonry,0.923,,,Negligible to Slight,,moderate,0.535,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6576174407,-90.2515704199,,,7,19.0,t19,,2,0.525,,gable_family,0.429,,masonry,0.785,,,Negligible to Slight,,none,0.47,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.661839699,-90.2702407198,,,7,19.0,t19,,2,0.507,,gable_family,0.347,,masonry,0.93,,,Negligible to Slight,,none,0.65,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6617941142,-90.2700243419,,,7,19.0,t19,,2,0.74,,gable_family,0.667,,masonry,0.95,,,Negligible to Slight,,none,0.45,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6576326572,-90.2516739554,,,7,19.0,t19,,2,0.546,,gable_family,0.509,,masonry,0.84,,,Negligible to Slight,,none,0.565,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6747732703,-90.2305222967,,,7,19.0,t19,,2,0.53,,gable_family,0.527,,masonry,0.823,,,Negligible to Slight,,none,0.58,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6746203739,-90.2363583629,,,7,19.0,t19,,2,0.584,,gable_family,0.413,,masonry,0.955,,,Moderate,,moderate,0.49,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6572793567,-90.2525082116,,,7,19.0,t19,,2,0.65,,gable_family,0.523,,masonry,0.905,,,Moderate,,none,0.425,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6500347934,-90.2752335021,8 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.66,,gable_family,0.486,,masonry,0.946,,,Negligible to Slight,,none,0.455,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.661008426,-90.2703972303,,,7,19.0,t19,,2,0.77,,gable_family,0.566,,masonry,0.965,,,Negligible to Slight,,none,0.475,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6577090126,-90.2535566462,,,7,19.0,t19,,2,0.599,,gable_family,0.425,,masonry,0.925,,,Substantial to Heavy,,moderate,0.515,2.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6616885465,-90.2696213518,,,7,19.0,t19,,2,0.785,,gable_family,0.555,,masonry,0.985,,,Negligible to Slight,,none,0.52,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6506378099,-90.2817598107,58 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.55,,gable_family,0.547,,masonry,0.89,,,Negligible to Slight,,none,0.45,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6609501339,-90.2697231748,,,7,19.0,t19,,2,0.582,,gable_family,0.375,,masonry,0.965,,,Negligible to Slight,,none,0.515,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6717014189,-90.236720458,,,7,19.0,t19,,2,0.563,,gable_family,0.413,,masonry,0.89,,,Moderate,,moderate,0.4,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6608117572,-90.2680954167,,,7,19.0,t19,,2,0.578,,gable_family,0.541,,masonry,0.95,,,Negligible to Slight,,none,0.505,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6506322521,-90.2819783615,60 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.683,,gable_family,0.463,,masonry,0.885,,,Negligible to Slight,,none,0.43,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6570235506,-90.2536790608,4623 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.525,,gable_family,0.459,,masonry,0.835,,,Substantial to Heavy,,none,0.52,2.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6725370258,-90.2364866633,,,7,19.0,t19,,2,0.504,,gable_family,0.512,,masonry,0.865,,,Moderate,,none,0.585,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6613263188,-90.2669197589,,,7,19.0,t19,,2,0.754,,gable_family,0.591,,masonry,0.908,,,Negligible to Slight,,none,0.6,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6587574717,-90.249326021,4545 Dr Martin Luther King Dr St. Louis MO 63113 US,,7,19.0,t19,,2,0.468,,gable_family,0.373,,masonry,0.915,,,Substantial to Heavy,,moderate,0.435,2.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6745781201,-90.2302466092,,,7,19.0,t19,,2,0.6,,gable_family,0.463,,masonry,0.895,,,Negligible to Slight,,none,0.595,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6698832627,-90.2394333768,,,7,19.0,t19,,2,0.605,,gable_family,0.456,,masonry,0.94,,,Negligible to Slight,,none,0.51,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6690815722,-90.2378199564,,,7,19.0,t19,,2,0.507,,gable_family,0.475,,masonry,0.915,,,Negligible to Slight,,moderate,0.465,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6575931114,-90.2532197876,,,7,19.0,t19,,2,0.51,,gable_family,0.339,,masonry,0.81,,,Moderate,,none,0.475,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6718342165,-90.2371016901,,,7,19.0,t19,,2,0.599,,gable_family,0.488,,masonry,0.925,,,Moderate,,none,0.62,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6745921977,-90.2306688069,,,7,19.0,t19,,2,0.579,,gable_family,0.458,,masonry,0.785,,,Moderate,,none,0.54,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6644816987,-90.2676980974,,,7,19.0,t19,,2,0.558,,gable_family,0.438,,masonry,0.875,,,Negligible to Slight,,none,0.555,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6592441087,-90.2540572527,,,7,19.0,t19,,2,0.458,,gable_family,0.453,,masonry,0.75,,,Destruction,,moderate,0.475,4.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6720036273,-90.2375210949,,,7,19.0,t19,,2,0.68,,gable_family,0.455,,masonry,0.935,,,Moderate,,moderate,0.45,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6587413911,-90.2558238533,,,7,19.0,t19,,2,0.595,,gable_family,0.525,,masonry,0.84,,,Substantial to Heavy,,moderate,0.45,2.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6644122661,-90.2675821313,,,7,19.0,t19,,2,0.605,,gable_family,0.528,,masonry,0.915,,,Negligible to Slight,,none,0.515,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6502508123,-90.2783425188,26 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.52,,gable_family,0.397,,masonry,0.955,,,Negligible to Slight,,none,0.465,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6592620469,-90.2559334791,,,7,19.0,t19,,2,0.567,,gable_family,0.443,,masonry,0.975,,,Moderate,,moderate,0.45,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.672053908,-90.237600133,,,7,19.0,t19,,2,0.652,,gable_family,0.509,,masonry,0.95,,,Negligible to Slight,,none,0.485,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6641307162,-90.2666450639,,,7,19.0,t19,,2,0.575,,gable_family,0.517,,masonry,0.83,,,Negligible to Slight,,none,0.52,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6505338379,-90.2805394158,46 Kingsbury Pl St. Louis MO 63112 US,,7,19.0,t19,,2,0.53,,gable_family,0.487,,masonry,0.905,,,Negligible to Slight,,none,0.605,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.668553529,-90.2382243553,,,7,19.0,t19,,2,0.59,,gable_family,0.386,,masonry,0.942,,,Negligible to Slight,,moderate,0.53,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6638954478,-90.2658379602,,,7,19.0,t19,,2,0.488,,gable_family,0.453,,masonry,0.715,,,Moderate,,none,0.58,1.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6571752636,-90.2546439699,4707 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.538,,gable_family,0.452,,masonry,0.815,,,Very Heavy,,none,0.455,3.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.672757967,-90.2370487728,,,7,19.0,t19,,2,0.567,,gable_family,0.452,,masonry,0.925,,,Negligible to Slight,,none,0.61,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6685699507,-90.2387215404,,,7,19.0,t19,,2,0.558,,gable_family,0.363,,masonry,0.94,,,Very Heavy,,moderate,0.485,3.0,,Residential-Single Family,,,,,,,2.0
steer,38.6504663813,-90.2800977844,42 Kingsbury Pl St. Louis MO 63112 US,,7,19.0,t19,,2,0.505,,gable_family,0.403,,masonry,0.843,,,Negligible to Slight,,none,0.42,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.662964166,-90.2631996855,,,6,6.0,t6,,1,0.426,,gable_family,0.468,,masonry,0.79,,,Negligible to Slight,,none,0.485,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6567942916,-90.251445823,,,7,19.0,t19,,2,0.64,,gable_family,0.526,,masonry,0.89,,,Negligible to Slight,,none,0.545,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6687031693,-90.2386179361,,,7,19.0,t19,,2,0.61,,gable_family,0.447,,masonry,0.91,,,Very Heavy,,moderate,0.425,3.0,,Residential-Single Family,,,,,,,2.0
steer,38.6724386783,-90.2382014997,4489 San Francisco Ave St. Louis MO 63115 US,,7,19.0,t19,,2,0.54,,gable_family,0.55,,masonry,0.835,,,Negligible to Slight,,none,0.52,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6627698134,-90.2625708419,,,7,19.0,t19,,2,0.54,,gable_family,0.478,,masonry,0.825,,,Negligible to Slight,,none,0.61,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6688999526,-90.2385068939,,,7,19.0,t19,,2,0.497,,gable_family,0.413,,masonry,0.96,,,Negligible to Slight,,none,0.545,0.0,,Residential-Single Family,,,,,,,2.0
steer,38.6577918504,-90.2549933442,4670 Page Blvd åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.639,,gable_family,0.545,,masonry,0.86,,,Negligible to Slight,,none,0.51,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6726925426,-90.2380149736,,,7,19.0,t19,,2,0.64,,gable_family,0.488,,masonry,0.95,,,Negligible to Slight,,moderate,0.45,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6750371679,-90.2293325,,,7,19.0,t19,,2,0.647,,gable_family,0.482,,masonry,0.89,,,Negligible to Slight,,none,0.475,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6611242713,-90.2659193391,,,7,19.0,t19,,2,0.485,,gable_family,0.373,,masonry,0.935,,,Negligible to Slight,,none,0.415,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6568956928,-90.2516495169,,,7,19.0,t19,,2,0.666,,gable_family,0.571,,masonry,0.94,,,Moderate,,none,0.51,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6750533045,-90.232799452,,,7,19.0,t19,,2,0.545,,gable_family,0.384,,masonry,0.94,,,Moderate,,moderate,0.45,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6605476202,-90.2658963303,,,7,19.0,t19,,2,0.688,,gable_family,0.436,,masonry,0.885,,,Negligible to Slight,,none,0.44,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6751646747,-90.2292255075,,,7,19.0,t19,,2,0.68,,gable_family,0.498,,masonry,0.955,,,Negligible to Slight,,none,0.465,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6572201881,-90.255291559,4721 Vernon Ave åœ£è·¯æ˜“æ–¯ MO 63113 US,,7,19.0,t19,,2,0.713,,gable_family,0.507,,masonry,0.95,,,Negligible to Slight,,none,0.475,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6727867464,-90.2379314188,,,7,19.0,t19,,2,0.52,,gable_family,0.512,,masonry,0.95,,,Negligible to Slight,,none,0.61,0.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6604626275,-90.2651847459,,,7,19.0,t19,,2,0.62,,gable_family,0.418,,masonry,0.87,,,Negligible to Slight,,none,0.515,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
steer,38.6747373433,-90.2339114185,,,7,19.0,t19,,2,0.475,,gable_family,0.433,,masonry,0.925,,,Moderate,,none,0.425,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6576919346,-90.2517333806,,,7,19.0,t19,,2,0.515,,gable_family,0.445,,masonry,0.785,,,Moderate,,none,0.385,1.0,,"Commercial,Residential-Single Family,School",,,,,,,2.0
steer,38.6513548906,-90.2818534016,59 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,7,19.0,t19,,2,0.601,,gable_family,0.415,,masonry,0.941,,,Negligible to Slight,,moderate,0.49,0.0,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6604314445,-90.2649000245,,,7,19.0,t19,,2,0.743,,gable_family,0.573,,masonry,0.92,,,Negligible to Slight,,moderate,0.465,0.0,,"Commercial,Residential-Single Family,School",,,,,,,1.0
