source,latitude,longitude,complete_address,existing_archetype,predicted_archetype,final_archetype,archetype_label,number_stories,predicted_stories,stories_conf,roof_shape_u,predicted_roof,roof_conf,construction_type_u,predicted_construction,construction_conf,wall_cladding_u,status_u,steer_damage_rating,wind_damage_rating_u,predicted_damage,damage_conf,actual_damage,year_built_u,occupany_u,building_area_m2,building_urban_setting,building_position_on_street,buidling_height_m,front_elevation_orientation,completed_by,EF_scale
undergrad,38.641228,-90.30325,"305 S Skinker Blvd, St. Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.588,,gable_family,0.423,,masonry,0.8,,,,,none,0.535,,1927.0,religious,,,,,,,1.0
undergrad,38.641425,-90.303719,"6222 Fauquier Dr, St. Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.85,,gable_family,0.62,,masonry,0.965,,,,,none,0.565,,1924.0,residential,,,,,,,1.0
undergrad,38.641458,-90.304189,"6236 Fauquier Dr, St. Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.855,,gable_family,0.6,,masonry,0.965,,,,,none,0.54,,1925.0,residential,,,,,,,1.0
undergrad,38.641478,-90.304436,"6244 Fauquier Dr, St. Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.885,,gable_family,0.561,,masonry,0.998,,,,,none,0.655,,1920.0,residential,,,,,,,1.0
undergrad,38.641503,-90.304692,"6250 Fauquier Dr, St. Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.84,,gable_family,0.607,,masonry,0.965,,,,,none,0.545,,1937.0,residential,,,,,,,1.0
undergrad,38.641539,-90.305181,"6304 Fauquier Dr, Clayton, MO 63105",19.0,7,19.0,t19,2.0,2,0.73,,gable_family,0.383,,masonry,0.945,,,,,none,0.545,,1925.0,residential,,,,,,,1.0
undergrad,38.641572,-90.305417,"6310 Fauquier Dr, Clayton, MO 63105",19.0,7,19.0,t19,2.0,2,0.909,,gable_family,0.634,,masonry,0.995,,,,,none,0.56,,1926.0,residential,,,,,,,1.0
undergrad,38.640658,-90.306964,"42 Aberdeen Pl, St Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.855,,gable_family,0.62,,masonry,0.985,,,,,none,0.595,,1917.0,residential,,,,,,,1.0
undergrad,38.640633,-90.306797,"40 Aberdeen Pl, St Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.9,,gable_family,0.688,,masonry,0.98,,,,,none,0.53,,1917.0,residential,,,,,,,1.0
undergrad,38.641594,-90.305667,"6316 Fauquier Dr, Clayton, MO 63105",19.0,7,19.0,t19,2.0,2,0.825,,gable_family,0.6,,masonry,0.975,,,,,moderate,0.485,,1926.0,residential,,,,,,,1.0
undergrad,38.641628,-90.3059,"6322 Fauquier Dr, Clayton, MO 63105",19.0,7,19.0,t19,2.0,2,0.905,,gable_family,0.586,,masonry,0.99,,,,,none,0.47,,1926.0,residential,,,,,,,1.0
undergrad,38.649153,-90.294283,"5956 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.649,,gable_family,0.48,,masonry,0.87,,,,,none,0.575,,1921.0,residential,,,,,,,1.0
undergrad,38.649144,-90.294167,"5952 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.764,,gable_family,0.559,,masonry,0.99,,,,,none,0.565,,1928.0,residential,,,,,,,1.0
undergrad,38.649111,-90.294083,"5950 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.83,,gable_family,0.636,,masonry,0.95,,,,,none,0.655,,1911.0,residential,,,,,,,1.0
undergrad,38.649108,-90.293972,"5948 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.7,,gable_family,0.595,,masonry,0.89,,,,,none,0.5,,1912.0,residential,,,,,,,1.0
undergrad,38.649106,-90.293847,"5944 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.755,,gable_family,0.513,,masonry,0.97,,,,,none,0.45,,1914.0,residential,,,,,,,1.0
undergrad,38.649092,-90.293753,"5940 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.78,,gable_family,0.546,,masonry,0.895,,,,,none,0.595,,1915.0,residential,,,,,,,1.0
undergrad,38.649083,-90.293644,"5938 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.844,,gable_family,0.632,,masonry,0.94,,,,,none,0.51,,1913.0,residential,,,,,,,1.0
undergrad,38.649072,-90.293553,"5936 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.75,,gable_family,0.621,,masonry,0.905,,,,,none,0.58,,1932.0,residential,,,,,,,1.0
undergrad,38.649061,-90.293444,"5932 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.8,,gable_family,0.576,,masonry,0.91,,,,,none,0.53,,1911.0,residential,,,,,,,1.0
undergrad,38.649053,-90.293339,"5930 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.705,,gable_family,0.54,,masonry,0.93,,,,,none,0.5,,1915.0,residential,,,,,,,1.0
undergrad,38.649044,-90.293239,"5928 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.795,,gable_family,0.571,,masonry,0.93,,,,,none,0.485,,1914.0,residential,,,,,,,1.0
undergrad,38.649025,-90.293133,"5924 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.69,,gable_family,0.562,,masonry,0.93,,,,,none,0.605,,1912.0,residential,,,,,,,1.0
undergrad,38.649022,-90.293031,"5920 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.645,,gable_family,0.565,,masonry,0.92,,,,,none,0.49,,1914.0,residential,,,,,,,1.0
undergrad,38.649014,-90.292928,"5918 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.768,,gable_family,0.536,,masonry,0.925,,,,,none,0.555,,1916.0,residential,,,,,,,1.0
undergrad,38.649011,-90.292814,"5914 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.78,,gable_family,0.572,,masonry,0.92,,,,,moderate,0.43,,1913.0,residential,,,,,,,1.0
undergrad,38.648981,-90.292717,"5912 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.686,,gable_family,0.58,,masonry,0.92,,,,,none,0.5,,1915.0,residential,,,,,,,1.0
undergrad,38.648978,-90.292603,"5908 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.7,,gable_family,0.583,,masonry,0.95,,,,,none,0.5,,1914.0,residential,,,,,,,1.0
undergrad,38.648981,-90.292486,"5904 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.747,,gable_family,0.532,,masonry,0.909,,,,,none,0.505,,1935.0,residential,,,,,,,1.0
undergrad,38.648942,-90.292319,"5900 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.68,,gable_family,0.467,,masonry,0.895,,,,,none,0.495,,1935.0,residential,,,,,,,1.0
undergrad,38.648933,-90.292206,"5856 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.646,,gable_family,0.58,,masonry,0.855,,,,,none,0.495,,1916.0,residential,,,,,,,1.0
undergrad,38.648925,-90.292083,"5852 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.735,,gable_family,0.626,,masonry,0.848,,,,,none,0.55,,1914.0,residential,,,,,,,1.0
undergrad,38.648917,-90.291981,"5848 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.83,,gable_family,0.496,,masonry,0.955,,,,,none,0.625,,1913.0,residential,,,,,,,1.0
undergrad,38.648906,-90.291875,"5846 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.854,,gable_family,0.513,,masonry,0.935,,,,,none,0.54,,1911.0,residential,,,,,,,1.0
undergrad,38.6489,-90.291769,"5842 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.76,,gable_family,0.547,,masonry,0.935,,,,,none,0.525,,1912.0,residential,,,,,,,1.0
undergrad,38.648889,-90.291672,"5840 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.775,,gable_family,0.581,,masonry,0.97,,,,,moderate,0.465,,1918.0,residential,,,,,,,1.0
undergrad,38.648878,-90.29165,"5838 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.718,,gable_family,0.426,,masonry,0.938,,,,,none,0.65,,1912.0,residential,,,,,,,1.0
undergrad,38.648867,-90.291461,"5834 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.749,,gable_family,0.477,,masonry,0.935,,,,,none,0.6,,1918.0,residential,,,,,,,1.0
undergrad,38.648861,-90.291356,"5832 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.71,,gable_family,0.557,,masonry,0.915,,,,,none,0.61,,1912.0,residential,,,,,,,1.0
undergrad,38.648847,-90.291256,"5830 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.693,,gable_family,0.454,,masonry,0.905,,,,,none,0.43,,1912.0,residential,,,,,,,1.0
undergrad,38.648842,-90.29115,"5826 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.724,,gable_family,0.566,,masonry,0.9,,,,,none,0.455,,1925.0,residential,,,,,,,1.0
undergrad,38.648833,-90.291047,"5822 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.84,,gable_family,0.581,,masonry,0.93,,,,,none,0.63,,1911.0,residential,,,,,,,1.0
undergrad,38.648822,-90.290942,"5820 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.766,,gable_family,0.581,,masonry,0.975,,,,,none,0.56,,1915.0,residential,,,,,,,1.0
undergrad,38.648806,-90.290842,"5816 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.719,,gable_family,0.514,,masonry,0.93,,,,,none,0.61,,1916.0,residential,,,,,,,1.0
undergrad,38.6488,-90.290733,"5814 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.672,,gable_family,0.482,,masonry,0.96,,,,,none,0.475,,1922.0,residential,,,,,,,1.0
undergrad,38.648792,-90.290622,"5810 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.66,,gable_family,0.51,,masonry,0.92,,,,,none,0.515,,1920.0,residential,,,,,,,1.0
undergrad,38.648778,-90.290517,"5808 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.644,,gable_family,0.339,,masonry,0.955,,,,,none,0.51,,1920.0,residential,,,,,,,1.0
undergrad,38.648769,-90.290414,"5804 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.685,,gable_family,0.465,,masonry,0.985,,,,,none,0.605,,1920.0,residential,,,,,,,1.0
undergrad,38.648739,-90.290308,"5800 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.527,,complex_family,0.43,,masonry,0.99,,,,,none,0.45,,1930.0,residential,,,,,,,1.0
undergrad,38.648689,-90.289928,"5798 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,3.0,2,0.435,,complex_family,0.44,,masonry,0.975,,,,,moderate,0.565,,1910.0,residential,,,,,,,2.0
undergrad,38.648675,-90.289706,"5788 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,3.0,2,0.558,,complex_family,0.37,,masonry,0.985,,,,,moderate,0.54,,1910.0,residential,,,,,,,2.0
undergrad,38.648653,-90.289439,"5784 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,3.0,2,0.542,,gable_family,0.398,,masonry,0.905,,,,,moderate,0.44,,1910.0,residential,,,,,,,2.0
undergrad,38.648617,-90.289333,"5778 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,3.0,2,0.52,,gable_family,0.395,,masonry,0.935,,,,,moderate,0.545,,1912.0,residential,,,,,,,2.0
undergrad,38.648644,-90.289228,"5776 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.699,,gable_family,0.501,,masonry,0.98,,,,,none,0.46,,1910.0,residential,,,,,,,2.0
undergrad,38.648631,-90.289117,"5774 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.66,,gable_family,0.413,,masonry,0.975,,,,,moderate,0.535,,1910.0,residential,,,,,,,2.0
undergrad,38.648608,-90.289,"5770 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.66,,gable_family,0.59,,masonry,0.945,,,,,moderate,0.48,,1910.0,residential,,,,,,,2.0
undergrad,38.648606,-90.288883,"5768 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.655,,gable_family,0.475,,masonry,0.94,,,,,none,0.55,,1911.0,residential,,,,,,,2.0
undergrad,38.648564,-90.288647,"5760 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.637,,gable_family,0.507,,masonry,0.963,,,,,moderate,0.49,,1910.0,residential,,,,,,,2.0
undergrad,38.640606,-90.30645,"36 Aberdeen Pl, St Louis, MO 63105",19.0,7,19.0,t19,2.0,2,0.755,,gable_family,0.4,,masonry,0.98,,,,,none,0.6,,1922.0,residential,,,,,,,1.0
undergrad,38.648528,-90.288425,"5754 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.642,,gable_family,0.423,,masonry,0.955,,,,,moderate,0.49,,1916.0,residential,,,,,,,2.0
undergrad,38.648544,-90.288292,"5750 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.516,,gable_family,0.357,,masonry,0.835,,,,,moderate,0.405,,1916.0,residential,,,,,,,2.0
undergrad,38.648522,-90.288083,"5744 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.508,,gable_family,0.348,,masonry,0.79,,,,,moderate,0.34,,1916.0,residential,,,,,,,2.0
undergrad,38.649553,-90.294106,"5955 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.73,,gable_family,0.57,,masonry,0.95,,,,,none,0.465,,1913.0,residential,,,,,,,1.0
undergrad,38.649525,-90.294,"5953 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.785,,gable_family,0.534,,masonry,0.97,,,,,none,0.55,,1920.0,residential,,,,,,,1.0
undergrad,38.649514,-90.293894,"5949 Pershing Ave, St. Louis, MO 63112",19.0,7,19.0,t19,2.0,2,0.785,,gable_family,0.648,,masonry,0.915,,,,,none,0.565,,1920.0,residential,,,,,,,1.0
steer,38.6562285614,-90.2624403562,1116 N Kingshighway Blvd St. Louis MO 63113 US,,7,19.0,t19,,2,0.547,,gable_family,0.344,,masonry,0.94,,,Substantial to Heavy,,moderate,0.48,2.0,,Residential-Multi-family,,,,,,Yi Zhao,2.0
steer,38.6485176856,-90.2819915904,5585 Pershing Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.5,,gable_family,0.295,,masonry,0.915,,,Destruction,,moderate,0.51,4.0,,Commercial,,,,,,David Roueche,2.0
steer,38.6512997515,-90.2870125115,5759 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.605,,gable_family,0.431,,masonry,0.924,,,Negligible to Slight,,none,0.675,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.651193235,-90.2851749031,5708 Kingsbury Pl St. Louis MO 63112 US,,7,19.0,t19,,2,0.735,,gable_family,0.408,,masonry,0.975,,,Negligible to Slight,,none,0.665,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6505655163,-90.2860547539,5726 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.53,,gable_family,0.434,,masonry,0.885,,,Moderate,,none,0.495,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6507962687,-90.2864932967,5742 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.691,,gable_family,0.463,,masonry,0.983,,,Moderate,,none,0.635,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6507983929,-90.2866295266,5744 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.73,,gable_family,0.585,,masonry,0.98,,,Negligible to Slight,,moderate,0.425,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6508523337,-90.2870853788,5760 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.7,,gable_family,0.59,,masonry,0.985,,,Negligible to Slight,,none,0.59,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6508733396,-90.287321279,5764 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.595,,gable_family,0.455,,masonry,0.865,,,Negligible to Slight,,none,0.46,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6508785593,-90.2874224537,5770 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.565,,gable_family,0.499,,masonry,0.91,,,Negligible to Slight,,none,0.57,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6508975921,-90.2875361455,5772 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.57,,gable_family,0.393,,masonry,0.915,,,Negligible to Slight,,none,0.51,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.650907325,-90.2876551015,5774 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.715,,gable_family,0.559,,masonry,1.0,,,Negligible to Slight,,none,0.56,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6509288175,-90.2878970522,5778 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.725,,gable_family,0.546,,masonry,0.995,,,Negligible to Slight,,none,0.595,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.650953767,-90.2881025066,5782 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.7,,gable_family,0.538,,masonry,0.96,,,Negligible to Slight,,none,0.57,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6509535555,-90.2879998031,5780 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.76,,gable_family,0.53,,masonry,0.98,,,Negligible to Slight,,none,0.57,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6509821781,-90.2883327754,5786 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.745,,gable_family,0.624,,masonry,0.975,,,Negligible to Slight,,none,0.575,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6510180868,-90.2885714854,5790 McPherson Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.675,,gable_family,0.498,,masonry,0.965,,,Negligible to Slight,,none,0.605,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6506134981,-90.2888521367,5797 De Giverville Ave St. Louis MO 63112 US,,6,6.0,t6,,1,0.46,,gable_family,0.547,,masonry,0.855,,,Substantial to Heavy,,none,0.505,2.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6505298523,-90.2887249848,5795 De Giverville Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.7,,gable_family,0.451,,masonry,0.925,,,Negligible to Slight,,none,0.565,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6504518062,-90.2885938516,5793 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.805,,gable_family,0.621,,masonry,0.95,,,Negligible to Slight,,none,0.49,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,1.0
steer,38.6504239655,-90.288490929,5791 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.732,,gable_family,0.533,,masonry,0.945,,,Substantial to Heavy,,moderate,0.435,2.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6504195114,-90.2883741058,5789 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.722,,gable_family,0.455,,masonry,0.98,,,Negligible to Slight,,none,0.665,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503967806,-90.2882243122,5787 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.77,,gable_family,0.531,,masonry,0.98,,,Negligible to Slight,,none,0.595,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503896478,-90.2881085441,5785 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.8,,gable_family,0.625,,masonry,0.96,,,Negligible to Slight,,none,0.63,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503593569,-90.2877517784,5775 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.755,,gable_family,0.496,,masonry,0.965,,,Negligible to Slight,,none,0.51,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503465886,-90.2876331447,5771 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.825,,gable_family,0.602,,masonry,0.995,,,Negligible to Slight,,none,0.53,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503390877,-90.2875072386,5767 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.825,,gable_family,0.579,,masonry,0.975,,,Negligible to Slight,,none,0.46,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503664594,-90.2878662402,5775 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.7,,gable_family,0.502,,masonry,0.945,,,Negligible to Slight,,none,0.53,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503855045,-90.2879723141,5779 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.665,,gable_family,0.453,,masonry,0.985,,,Moderate,,none,0.59,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503214301,-90.287217528,5759 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.825,,gable_family,0.568,,masonry,0.945,,,Negligible to Slight,,none,0.57,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502896846,-90.2870639831,5755 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.8,,gable_family,0.623,,masonry,0.89,,,Negligible to Slight,,none,0.465,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6503231997,-90.2873570856,5763 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.793,,gable_family,0.601,,masonry,0.965,,,Moderate,,none,0.51,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502746936,-90.2869201116,5751 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.765,,gable_family,0.556,,masonry,0.964,,,Negligible to Slight,,none,0.52,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.650259639,-90.2867694702,5747 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.74,,gable_family,0.518,,masonry,0.935,,,Negligible to Slight,,none,0.57,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.650262485,-90.2866631277,5745 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.776,,gable_family,0.593,,masonry,0.94,,,Negligible to Slight,,none,0.53,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502449086,-90.2865363915,5741 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.815,,gable_family,0.522,,masonry,0.955,,,Negligible to Slight,,none,0.61,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502336836,-90.2864028222,5737 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.784,,gable_family,0.555,,masonry,0.95,,,Negligible to Slight,,none,0.545,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502202223,-90.2862756632,5733 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.764,,gable_family,0.633,,masonry,0.975,,,Negligible to Slight,,none,0.495,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502065163,-90.286150555,5731 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.71,,gable_family,0.454,,masonry,0.944,,,Negligible to Slight,,none,0.445,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6502016863,-90.2860226229,5727 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.542,,gable_family,0.443,,masonry,0.9,,,Negligible to Slight,,none,0.565,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6501673124,-90.2858032096,5719 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.554,,complex_family,0.356,,masonry,0.95,,,Substantial to Heavy,,none,0.605,2.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6501572745,-90.285667375,5715 Waterman Blvd St. Louis MO 63112 US,,7,19.0,t19,,2,0.528,,gable_family,0.339,,masonry,0.94,,,Negligible to Slight,,none,0.54,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6501476466,-90.2853045953,415 Debaliviere Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.595,,gable_family,0.287,,masonry,0.955,,,Moderate,,none,0.4,1.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6482774885,-90.2842007803,5630 Pershing Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.412,,complex_family,0.413,,masonry,0.905,,,Negligible to Slight,,none,0.425,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6480432975,-90.2819985294,5578 Pershing Ave St. Louis MO 63112 US,,14,19.0,t19,,2,0.542,,flat,0.304,,masonry,0.94,,,Very Heavy,,moderate,0.545,3.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6482771818,-90.2785266199,307 Belt Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.558,,gable_family,0.419,,masonry,0.945,,,Negligible to Slight,,moderate,0.47,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6483055768,-90.2788772269,5515 Pershing Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.605,,gable_family,0.418,,masonry,0.965,,,Negligible to Slight,,none,0.435,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6483164933,-90.2790531014,5519 Pershing Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.54,,gable_family,0.431,,masonry,0.975,,,Negligible to Slight,,none,0.53,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6483332637,-90.2792281744,5521 Pershing Ave St. Louis MO 63112 US,,8,19.0,t19,,3,0.49,,complex_family,0.455,,masonry,0.99,,,Negligible to Slight,,none,0.54,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
steer,38.6483706913,-90.2795737511,5529 Pershing Ave St. Louis MO 63112 US,,7,19.0,t19,,2,0.56,,gable_family,0.394,,masonry,0.935,,,Negligible to Slight,,moderate,0.495,0.0,,"Residential-Multi-family,Residential-Single Family",,,,,,,2.0
