source,latitude,longitude,complete_address,archetype,number_stories,year_built_u,occupany_u,building_area_m2,roof_shape_u,construction_type_u,wall_cladding_u,status_u,wind_damage_rating_u,steer_damage_rating,completed_by,front_elevation_orientation,building_urban_setting,building_position_on_street,buidling_height_m
steer,38.6710732652,-90.2421121115,4601 Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6674467642,-90.2395098176,4429 Elmbank Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.660719673,-90.2463544398,1911 N Taylor Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6617376643,-90.266712153,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6709311646,-90.2418475491,4557 Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6674418091,-90.2446061585,4565 Labadie Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6544972493,-90.2538370075,32 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6716143567,-90.2414002252,4556 Natural Bridge Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6616357065,-90.2663375183,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.657551511,-90.2573639261,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.670921467,-90.2417409581,4555 Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6679509148,-90.2441794214,4560 Greer Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.661974062,-90.2685035869,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6544838451,-90.2540397624,46 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6655034775,-90.2484639584,4641 Kennerly Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6545717973,-90.2552126093,4706 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6625899822,-90.2674798481,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6678247151,-90.2439263664,4552 Greer Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6655454914,-90.248522374,4643 Kennerly Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6605455551,-90.2476106094,4534 Garfield Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6572435005,-90.2568303797,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.662636045,-90.26105009,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6708948657,-90.2416442946,4553 Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6672663826,-90.2390601122,4415 Elmbank Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6548527708,-90.2590319664,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.66582315,-90.24759328,4624 Maffitt Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6574139908,-90.256798011,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6617000071,-90.270995164,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6546358847,-90.2559622473,4728 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6713736453,-90.2408050284,4538 Natural Bridge Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6680745211,-90.2444496326,4606 Greer Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.654096216,-90.2552649861,4705 McMillan Ave åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6713506709,-90.2407287068,4534 Natural Bridge Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6674737686,-90.2431045227,4526 Greer Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6614613075,-90.2711899692,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6653273647,-90.2463752519,4586 Maffitt Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6669062264,-90.2433998805,4527 Labadie Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6543996542,-90.2587744474,,,,,Residential-Multi-family,,,,,,,Substantial to Heavy,Yi Zhao,,,,
steer,38.6705671057,-90.2389219859,4472 Natural Bridge Avenue St. Louis Missouri 63115 United States,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6645383743,-90.2462718131,4571 Kennerly Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6667885423,-90.2427287298,3009 N Taylor Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6541652198,-90.2559411771,4727 McMillan Ave åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6616956422,-90.2694006723,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6541948543,-90.2562700886,4735 McMillan Ave åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.665258465,-90.2462109905,4584 Maffitt Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6697598213,-90.2393423592,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6665869206,-90.2428989644,3001 N Taylor Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6707557315,-90.2413897204,4547 Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6691188421,-90.2410049177,3501 N Taylor Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6566362683,-90.2577608544,,,,,Public Assembly,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6542804371,-90.2569094006,4755 McMillan Ave åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.661595754,-90.2686524408,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.669483936,-90.2407666227,3517 N Taylor Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.670704312,-90.2413032703,4545 Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6669942311,-90.2368847055,4328 Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6613680389,-90.2672993872,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6696125456,-90.2406551075,3523 N Taylor Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6599440153,-90.2468380087,1815 N Taylor Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6657270558,-90.2491649728,2700 Marcus Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6705442377,-90.241995062,4554 Lexington Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6607082209,-90.2673925785,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6562202658,-90.2570404888,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6528744294,-90.259006697,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6706277311,-90.2423130335,4562 Lexington Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.664202657,-90.2464901068,4570 Kennerly Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Destruction,,,,,
steer,38.6606970411,-90.2672054512,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6698096139,-90.2423589494,4549 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6672090563,-90.2356817844,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6523795815,-90.2591168822,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6657940741,-90.2368053792,3111 Clarence Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6611983451,-90.2664911605,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6699359183,-90.2426488704,4559 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6672453944,-90.2362883617,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.666626314,-90.2384843314,3126 N Newstead Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.669980777,-90.2427670805,4561 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6524458832,-90.2599987642,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6561149043,-90.2570241377,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6702023756,-90.2432869473,4615 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.664735189,-90.24929286,4653 Cottage Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6522581995,-90.26190987,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6643918945,-90.2674480565,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6700203301,-90.242851819,4601 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6659319629,-90.2362896307,3118 Clarence Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6551594661,-90.2551267275,4707 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6709468068,-90.2428667028,4616 Lexington Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6557616587,-90.2580812028,,,,,Residential-Multi-family,,,,,,,Substantial to Heavy,Yi Zhao,,,,
steer,38.6642839579,-90.2671061659,,,,,"Commercial,Residential-Single Family,School",,,,,,,Destruction,,,,,
steer,38.6683432676,-90.2391260829,4439 Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6557442466,-90.2557207422,4724 Newberry Terr åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6698378943,-90.2435817942,4616 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6684838439,-90.2393091274,4445 Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6593451388,-90.2474378539,1723 N Taylor Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Destruction,,,,,
steer,38.6660456097,-90.2357665338,3131 Marnice Pl åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6646825805,-90.2666975881,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6697358428,-90.2432986372,4608 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6685099354,-90.2394566146,4451 Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6693736439,-90.2439246167,4619 Elmbank Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6652662573,-90.2358848606,3104 Marnice Pl åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6704839118,-90.2406480515,,,,,Residential-Single Family,,,,,,,Very Heavy,,,,,
steer,38.664176379,-90.2667983315,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6557370083,-90.255613516,4722 Newberry Terr åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6659198708,-90.2354277874,3134 Marnice Pl åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6696324694,-90.2431113213,4600 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6677011495,-90.2346067759,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6593326822,-90.2487249315,4539 Aldine Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6636825204,-90.2638334344,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6550259435,-90.2576015961,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6590639001,-90.2481121358,4519 Aldine Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6669873739,-90.2339105601,4204 W Lexington Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6643247212,-90.2477542418,2616 Cora Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6689973947,-90.2425838063,4545 Elmbank Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6705910829,-90.2390207013,,,,,Residential-Single Family,,,,,,,Very Heavy,,,,,
steer,38.6557396994,-90.2552695277,4710 Newberry Terr åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6684786584,-90.2419015189,4517 Elmbank Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6697426125,-90.2399874389,3532 N Taylor Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6550727901,-90.2580100882,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6682795295,-90.2416396067,3201 N Taylor Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6557305147,-90.2551509147,4706 Newberry Terr åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6707269874,-90.239093327,,,,,Residential-Single Family,,,,,,,Moderate,,,,,
steer,38.6674789602,-90.2355080246,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6592714121,-90.2484663519,4531 Aldine Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6546765555,-90.2582738326,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6611295516,-90.2654879233,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6515765025,-90.2587215343,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6695299626,-90.2402213379,3526 N Taylor Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6667176764,-90.2353953242,4239 W Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6550772901,-90.2546747905,51 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6637464042,-90.2362237359,4223 W Labadie Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6702644551,-90.2414102709,4532 Lexington Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6694619932,-90.2402371992,3524 N Taylor Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6604126621,-90.2647241358,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6684791454,-90.2429324989,4540 Elmbank Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6547320795,-90.2572705581,,,,,Residential-Multi-family,,,,,,,Substantial to Heavy,Yi Zhao,,,,
steer,38.6527462401,-90.2606642446,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6608512902,-90.2637166124,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6649072049,-90.2369694871,3030 Clarence Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6675640384,-90.2354749436,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6552861826,-90.2562408573,4739 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6653585523,-90.2371004633,3043 Clarence Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6602915563,-90.2636125078,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6622978552,-90.2460162618,4525 Saint Ferdinand Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6685140684,-90.2376283193,3531 N Newstead Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6669397212,-90.2408462832,4455 Greer Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Very Heavy,,,,,
steer,38.6552663854,-90.2560908671,4735 Lewis Pl åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6610862631,-90.2628233444,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.662730049,-90.2456344245,4524 Cottage Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6532359553,-90.2574666416,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6531472865,-90.2605284423,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.6619105551,-90.2461563886,4524 Saint Ferdinand Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6592843806,-90.2563818801,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6681935071,-90.2411704995,3204 N Taylor Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6702369836,-90.2433696148,4617 Ashland Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6531408773,-90.2614750508,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6680452973,-90.2379618326,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6683387018,-90.2410549375,3210 N Taylor Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6526352888,-90.2576833746,,,,,Residential-Multi-family,,,,,,,Negligible to Slight,Yi Zhao,,,,
steer,38.663748115,-90.2549125082,4816 Leduc St åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6683467641,-90.2440644691,4603 Greer Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Destruction,,,,,
steer,38.6673844727,-90.247297285,4665 St Louis Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6604185599,-90.2587019215,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6704460269,-90.2436516126,3506 Cora Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6621640541,-90.2467060448,4538 Saint Ferdinand Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.668856696,-90.2437234945,4600 Elmbank Ave St. Louis MO 63115 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6609672721,-90.2586098274,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6622398521,-90.2468578993,4546 Saint Ferdinand Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6539113763,-90.2613285951,,,,,Residential-Multi-family,,,,,,,Moderate,Yi Zhao,,,,
steer,38.6662772582,-90.2342535964,4201 W Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6679144788,-90.2405112094,4463 Elmbank Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6706703485,-90.2399345888,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6623244061,-90.2470867293,4552 Saint Ferdinand Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6679506461,-90.2405597819,4465 Elmbank Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6669245421,-90.2358818673,4255 W Ashland Ave åœ£è·¯æ˜“æ–¯ MO 63115 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6642842599,-90.2561185676,4856 Leduc St åœ£è·¯æ˜“æ–¯ MO 63113 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6532919983,-90.2614492245,,,,,Residential-Multi-family,,,,,,,Substantial to Heavy,Yi Zhao,,,,
