source,latitude,longitude,complete_address,archetype,number_stories,year_built_u,occupany_u,building_area_m2,roof_shape_u,construction_type_u,wall_cladding_u,status_u,wind_damage_rating_u,steer_damage_rating,completed_by,front_elevation_orientation,building_urban_setting,building_position_on_street,buidling_height_m
steer,38.6600453403,-90.2664963474,5116 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.672534914,-90.2309960747,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.649374312,-90.2657801305,5048 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.656004641,-90.2835779349,5646 Clemens Ave åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.652873754,-90.2762759554,5400 Delmar Blvd åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6601684163,-90.2672300657,5138 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6732721855,-90.2304834695,,,,,"Commercial,Residential-Single Family,School",,,,,,,Destruction,,,,,
steer,38.6494313195,-90.2663151659,5062 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6734366647,-90.2279457137,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6599658315,-90.2710329653,5245 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6722649892,-90.2309444275,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6601971938,-90.2674035876,5144 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6594750718,-90.2662604898,5109 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Destruction,,,,,
steer,38.673900322,-90.2270041898,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.659883232,-90.2701609682,5221 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6723170744,-90.2308852154,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.673765763,-90.2271128943,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6601993231,-90.2676204964,5150 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6723840838,-90.230848849,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6487210529,-90.2658481824,5047 Waterman Blvd åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.660543056,-90.2710101162,5266 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.672500977,-90.2307514055,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6597336963,-90.2687596554,5181 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6601560886,-90.2717795946,1244 Union Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6736905648,-90.2271527526,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6729394164,-90.2304558856,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6692778588,-90.2326296705,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6596815486,-90.2682176497,5165 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6734101959,-90.2273716759,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6600832856,-90.2668654292,5128 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6730025574,-90.2304334212,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6732475228,-90.2265988249,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6691511273,-90.2321571421,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6596176855,-90.267609543,5145 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6733273152,-90.2265288035,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6597412357,-90.2689421875,5187 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6740952032,-90.231478616,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6488509491,-90.2679895651,5109 Waterman Blvd åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6596890722,-90.2718892841,5266 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6736001276,-90.2262788663,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6597466589,-90.2688454433,5183 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6723794867,-90.2302943952,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6488606348,-90.2681139564,5111 Waterman Blvd åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6595592827,-90.2708801677,5236 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6596511634,-90.2715712511,5258 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6727369781,-90.224539942,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6722894744,-90.2297223723,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.649700555,-90.2689187081,5136 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6500539464,-90.2838049845,5657 Waterman Blvd St. Louis MO 63112 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6595513005,-90.270760092,5232 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6597071423,-90.2719805792,5268 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6497176718,-90.2690895832,5142 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6725283243,-90.2289853748,,,,,"Commercial,Residential-Single Family,School",,,,,,,Destruction,,,,,
steer,38.6729109988,-90.2277310094,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6710123259,-90.2301259862,4261 E Farlin Ave St. Louis MO 63115 US,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6595274811,-90.270502626,5226 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6497734173,-90.2695596771,5156 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6717835697,-90.2297127778,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6500698794,-90.2839394272,5661 Waterman Blvd St. Louis MO 63112 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6595446769,-90.2669526408,5129 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6684352019,-90.2317106946,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6500806436,-90.2840750963,5667 Waterman Blvd St. Louis MO 63112 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6594762174,-90.2701482987,5214 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6730451605,-90.2337897874,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6594581962,-90.2697796853,5204 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6594278483,-90.2693131452,5194 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6729152637,-90.2251323023,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6725740891,-90.2329782735,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6594083245,-90.2691977544,5190 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6510358228,-90.2714672428,5240 Washington Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.659383633,-90.2689412252,5182 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6562634596,-90.2739918238,10 Windermere Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6732354295,-90.2284281449,,,,,"Commercial,Residential-Single Family,School",,,,,,,Destruction,,,,,
steer,38.6721711346,-90.2343871872,,,,,"Commercial,Residential-Single Family,School",,,,,,,Very Heavy,,,,,
steer,38.6718748857,-90.232056156,,,,,"Commercial,Residential-Single Family,School",,,,,,,Very Heavy,,,,,
steer,38.6732683851,-90.2284977959,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6593500219,-90.2687055238,5176 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6683143198,-90.2319183354,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6713938813,-90.2297733746,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6562424409,-90.2738180881,8 Windermere Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6592771862,-90.2680090753,,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6734111202,-90.2295649052,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.656227096,-90.2733862913,4 Windermere Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6595946119,-90.2711150025,5242 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6510154798,-90.2711203443,5232 Washington Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6505371909,-90.2811659007,52 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6592680938,-90.2677324618,,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6715033345,-90.2299718018,,,,,"Commercial,Residential-Single Family,School",,,,,,,Destruction,,,,,
steer,38.6721596404,-90.2315828544,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6741071376,-90.2304349288,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6592156004,-90.2673786486,5134 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6683450339,-90.232000781,,,,,"Commercial,Residential-Single Family,School",,,,,,,Very Heavy,,,,,
steer,38.6551094833,-90.2864561327,5746 Enright Ave åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6716496679,-90.23339411,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6714609061,-90.2330254178,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6544107651,-90.2855029062,5739 Delmar Blvd åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6497003048,-90.2807010827,5565 Waterman Blvd St. Louis MO 63112 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6592773231,-90.2678697327,,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6509689902,-90.2709340158,5226 Washington Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6714049607,-90.2329057041,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6543326417,-90.284649392,5669 Delmar Blvd åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6741438841,-90.2305377572,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6711819319,-90.2324197686,,,,,"Commercial,Residential-Single Family,School",,,,,,,Very Heavy,,,,,
steer,38.6518607215,-90.2638098541,707 N Kingshighway Blvd St. Louis MO 63108 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6735297868,-90.2366950205,,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6506817686,-90.2823901872,62 Kingsbury Pl åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6596401548,-90.2677362186,5151 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6714670971,-90.2319458503,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6685512955,-90.2324701998,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6740088808,-90.2312659626,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6527437803,-90.2651766569,5046 Enright Ave St. Louis MO 63108 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6714568795,-90.2298981362,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6744274114,-90.2311338511,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6499194442,-90.2715532801,5240 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.674757889,-90.2375636562,,,,,Residential-Single Family,,,,,,,Negligible to Slight,Correct one,,,,
steer,38.6715806352,-90.2313547022,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6713006572,-90.2295466449,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6740697365,-90.2313866668,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6699369851,-90.2305572892,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6526926354,-90.2648902654,5038 Enright Ave St. Louis MO 63108 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.6687425414,-90.2323390225,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6717847543,-90.2327018352,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6743003068,-90.2320553882,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6713021364,-90.2307202945,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6700278141,-90.2307979261,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6590672922,-90.2714972019,5253 Vernon Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6707341216,-90.2302998171,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6747318753,-90.2318337264,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6706085269,-90.2311080986,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6500639996,-90.2727896607,5272 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6695362283,-90.230925785,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6712500959,-90.2306508038,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6745382404,-90.232476268,,,,,"Commercial,Residential-Single Family,School",,,,,,,Very Heavy,,,,,
steer,38.6701139741,-90.2309952878,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6501095094,-90.2733696803,5290 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6695726216,-90.2310438086,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6736259972,-90.2333040245,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6520035659,-90.264560522,5025 Delmar Blvd St. Louis MO 63108 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6701672568,-90.2311047874,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6487727397,-90.2722281832,5254 Waterman Blvd åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6737867969,-90.2331819225,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6715226852,-90.2300752418,,,,,"Commercial,Residential-Single Family,School",,,,,,,Destruction,,,,,
steer,38.6697033778,-90.2313139514,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6698838436,-90.2316922826,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.658145624,-90.2714865462,5249 Raymond Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6731494372,-90.2328516377,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6521094771,-90.2662402714,5079 Barack Obama Blvd St. Louis MO 63108 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Substantial to Heavy,,,,,
steer,38.673724612,-90.2381654507,,,,,Residential-Single Family,,,,,,,Negligible to Slight,Correct one,,,,
steer,38.6699136472,-90.2317716207,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6562410962,-90.2811158093,5567 Clemens Ave åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Moderate,,,,,
steer,38.6731096855,-90.2327166616,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6478597454,-90.2706724044,35 Portland Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6704717247,-90.2316670323,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6736430872,-90.2380309189,,,,,Residential-Single Family,,,,,,,Negligible to Slight,Correct one,,,,
steer,38.6534374698,-90.2760191224,5355 Delmar Blvd åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6506106652,-90.2838761266,5660 Kingsbury Ave åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6581158572,-90.2698762888,5201 Raymond Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6703065776,-90.2318083698,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6746163929,-90.2315751563,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.669774714,-90.2315041005,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6556492567,-90.2810219472,5560 Clemens Ave åœ£è·¯æ˜“æ–¯ MO 63112 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Destruction,,,,,
steer,38.6708730306,-90.2306165553,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.6726283113,-90.2316002972,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6688609662,-90.232603305,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.673307766,-90.2371132316,,,,,Residential-Single Family,,,,,,,Moderate,Correct one,,,,
steer,38.6482164235,-90.2700304884,422 Lake Ave åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6599984217,-90.271289917,5253 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6732899944,-90.2372875465,,,,,Residential-Single Family,,,,,,,Negligible to Slight,Correct one,,,,
steer,38.6725873554,-90.2309578329,,,,,"Commercial,Residential-Single Family,School",,,,,,,Very Heavy,,,,,
steer,38.6599252214,-90.2705501268,5229 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.670018841,-90.2320894518,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6584317577,-90.2692969484,5188 Vernon Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.659179293,-90.2669982532,5124 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6725679871,-90.2306940078,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6600518264,-90.266380378,5114 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6588998366,-90.2697483818,5201 Vernon Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6703187316,-90.2327079005,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6700084423,-90.2319748836,,,,,"Commercial,Residential-Single Family,School",,,,,,,Negligible to Slight,,,,,
steer,38.6601720714,-90.2671271806,5136 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6736748915,-90.2361676972,4463 Farlin Avenue St. Louis Missouri 63115 United States,,,,Residential-Single Family,,,,,,,Negligible to Slight,,,,,
steer,38.6491273773,-90.269455195,5151 Waterman Blvd åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6487211287,-90.266518585,5069 Waterman Blvd åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6602765751,-90.268678062,5180 Page Blvd St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6726949322,-90.2306535719,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6584244089,-90.2694586702,5192 Vernon Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6708241156,-90.2305115208,,,,,"Commercial,Residential-Single Family,School",,,,,,,Substantial to Heavy,,,,,
steer,38.649538777,-90.2673421055,5092 Westminster Pl åœ£è·¯æ˜“æ–¯ MO 63108 US,,,,"Commercial,Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6720872822,-90.2304502579,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
steer,38.6597610453,-90.2690308496,5189 Maple Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6583625716,-90.2685733363,5168 Vernon Ave St. Louis MO 63113 US,,,,"Residential-Multi-family,Residential-Single Family",,,,,,,Negligible to Slight,,,,,
steer,38.6703830602,-90.2327917035,,,,,"Commercial,Residential-Single Family,School",,,,,,,Moderate,,,,,
